Star,[Fe/H],[TiI/Fe],[CaI/Fe],[MgI/Fe],[CuI/Fe],[Al/Mg],[BaII/Fe],[ZnI/Fe],[CeII/Fe],[Mg/Ti],[Y/Ba],[Y/Zn],Teff,logg,vtur,Age,pop,log_S_N
HD193193,-0.05,0.01,0.04,0.03,-0.01,-0.019999999999999997,-0.04,-0,-0.1,0.019999999999999997,-0.030000000000000006,-0.07,5979,4.4,1.15,5.794,thin,2.840106094456758
HD193406,-0.36,0.17,0.07,0.02,-0.05,0.09999999999999999,0.02,-0.06,0.03,-0.15000000000000002,-0.05,0.03,4606,4.31,0.41,5.214,thin,2.1492191126553797
HD193844,-0.34,0.15,0.08,0.03,0,0.08,0.02,0.01,0.17,-0.12,0,0.01,4933,4.38,0.48,6.948,thin,2.3242824552976926
HD193901,-1.07,0.04,0.21,0.11,-0.55,9.88,0.01,-0.04,0.09,0.07,-0.2,-0.15,5611,4.41,0.54,---,halo,2.1367205671564067
HD19423,-0.09,0.04,0.03,0.06,-0.08,0,-0.03,0.04,-0.07,0.019999999999999997,-0.09,-0.16,5752,4.23,0.96,10.269,thin,1.9344984512435677
HD19467,-0.14,0.14,0.11,0.19,0.06,0,-0.06,0.12,-0.02,0.04999999999999999,-0.03,-0.21,5720,4.31,0.96,11.364,high,2.7299742856995555
HD194717,-0.28,0.03,0.01,0.08,0.15,-0.09,0.01,0.19,-0.1,0.05,0.01,-0.17,5247,4.26,0.33,9.951,thin,1.5314789170422551
HD195145,0.17,0.03,-0.02,0.01,0.06,0.04,-0.08,0,-0.03,-0.019999999999999997,0.09,0.01,5625,4.41,0.82,3.973,thin,2.450249108319361
HD195200,-0.08,-0,0.04,-0.03,-0.11,0,0.02,-0.09,-0.06,-0.03,-0.06,0.049999999999999996,6201,4.44,1.25,3.054,thin,2.037426497940624
HD195302,0.03,0.05,-0.02,-0.01,0.06,0.03,-0.05,-0.02,0.08,-0.060000000000000005,0.020000000000000004,-0.009999999999999998,5039,4.42,0.56,5.326,thin,2.164352855784437
HD195564,0.06,0.03,0.03,0.06,0,-0.009999999999999995,-0.06,-0.01,-0.05,0.03,-0.04000000000000001,-0.09000000000000001,5676,4.03,1.11,7.432,thin,2.8027737252919755
HD195633,-0.51,0.11,0.13,0.13,-0.05,-0.19,-0.06,-0.05,-0.06,0.020000000000000004,-0.09,-0.09999999999999999,6154,4.25,1.47,7.270,thin,2.2671717284030137
HD196050,0.23,0.03,0.01,0.04,0.08,0.04,-0.13,0.02,-0.07,0.010000000000000002,0.06,-0.09000000000000001,5917,4.32,1.21,4.303,thin,3.076640443670342
HD196384,-0.13,0.07,0.11,-0.06,-0.17,-0.14,0.06,-0.22,0.16,-0.13,-0.06,0.22,6611,4.79,1.78,0.781,thin,1.9731278535996986
HD196397,0.29,0.04,-0.06,-0.03,0.13,0.07,-0.12,0.01,0.05,-0.07,0.06999999999999999,-0.060000000000000005,5378,4.33,0.68,4.605,thin,1.99563519459755
HD19641,-0.01,0.02,0.02,0.03,-0.04,0,-0.04,0.01,-0.08,0.009999999999999998,-0.010000000000000002,-0.060000000000000005,5806,4.39,0.94,5.298,thin,2.59659709562646
HD196761,-0.31,0.09,0.08,0.09,0.02,-0.01999999999999999,-0.01,0.07,-0,0,-0.04,-0.12000000000000001,5415,4.43,0.76,9.192,thin,2.858537197569639
HD196800,0.19,-0.02,-0.01,-0.01,0.01,0.01,-0.12,-0.02,-0.13,0.01,0.03,-0.06999999999999999,6010,4.37,1.17,2.941,thin,2.423245873936808
HD196892,-0.89,0.32,0.28,0.31,-0.19,-0.22999999999999998,0.09,0.03,0.1,-0.010000000000000009,0.05000000000000002,0.11000000000000001,6072,4.5,1.21,11.969,thick,2.1760912590556813
HD197083,-0.45,0.09,0.1,0.13,-0.07,-0.06,0.04,0,0.06,0.04000000000000001,-0.13,-0.09,5735,4.5,0.9,11.064,thin,2.5477747053878224
HD197197,-0.46,0.19,0.16,0.19,-0.1,-0.04000000000000001,-0.06,-0.03,-0,0,-0.05,-0.08,5812,4.2,1.25,10.121,thick,2.6866362692622934
HD197210,-0.03,0.02,0.03,-0,-0.05,-0.01,-0.01,-0.06,0.04,-0.02,0.01,0.06,5577,4.42,0.86,3.692,thin,2.5658478186735176
HD197300,0.02,0.02,0.1,-0.13,-0.16,-0.01999999999999999,0.2,-0.13,0.08,-0.15,-0.12000000000000001,0.21000000000000002,6022,4.69,1.21,0.837,thin,2.0211892990699383
HD197536,-0.41,0.12,0.13,0.12,-0.06,-0.12,-0.03,-0.06,-0.08,0,-0.06,-0.03,6105,4.39,1.34,7.943,thin,2.307496037913213
HD197823,0.12,0.02,-0,-0.02,0.04,0.04,-0.05,-0.01,0.04,-0.04,0.060000000000000005,0.02,5396,4.41,0.82,4.501,thin,2.8530895298518657
HD1979,-0.09,0.08,0.07,0.01,-0.09,0.019999999999999997,0.1,-0.08,0.13,-0.07,-0.05,0.13,5626,4.52,0.74,3.822,thin,2.3201462861110542
HD197921,0.11,0.11,-0.08,0.01,0.15,0.12000000000000001,-0.07,-0.07,-0.01,-0.1,0.030000000000000006,0.030000000000000006,4781,4.28,0.02,5.635,high,2.0492180226701815
HD198075,-0.24,0.04,0.05,0.04,-0.07,-0.05,0.03,-0.05,-0,0,-0.07,0.010000000000000002,5846,4.56,0.95,4.041,thin,2.3483048630481607
HD199086,0.18,-0.03,-0.03,-0.1,-0.03,0.020000000000000004,-0.03,-0.08,0.02,-0.07,0.04,0.09,6149,4.65,1.21,0.937,thin,2.0681858617461617
HD199190,0.15,-0.01,0,0.06,0.04,-0.039999999999999994,-0.08,0.01,-0.12,0.06999999999999999,0.03,-0.060000000000000005,5926,4.26,1.14,4.912,thin,3.0870712059065353
HD199288,-0.63,0.21,0.18,0.26,-0.05,-0.13,-0.1,0.12,-0.11,0.05000000000000002,-0.04000000000000001,-0.26,5746,4.46,0.93,12.563,thick,3.0285712526925375
HD199289,-0.98,0.29,0.24,0.34,-0.14,-0.09000000000000002,-0.15,0.04,0.08,0.050000000000000044,0.06,-0.13,5928,4.64,1.3,12.313,thick,2.303196057420489
HD199604,-0.62,0.25,0.22,0.31,-0.08,-0.15,-0.09,0.12,-0.18,0.06,-0.07,-0.28,5817,4.34,1.04,12.813,thick,2.4785664955938436
HD199847,-0.54,0.26,0.25,0.32,-0.04,-0.08000000000000002,-0.09,0.17,-0.12,0.06,0,-0.26,5763,4.22,1.04,12.900,thick,2.322219294733919
HD199868,-0.13,0.02,0.06,0.03,-0.08,-0.11,0.01,-0.06,-0.08,0.009999999999999998,-0.06999999999999999,0,6152,4.45,1.26,4.329,thin,2.173186268412274
HD199933,-0.11,-0.02,-0.12,-0.06,-0.08,-0.04000000000000001,0.11,-0.21,0.24,-0.039999999999999994,0.030000000000000013,0.35,4608,4.29,0.32,5.439,thin,2.1172712956557644
HD19994,0.24,0.02,-0.02,-0.16,0.01,-0.04000000000000001,-0.2,-0.08,-0.15,-0.18,0.07,-0.05,6289,4.48,1.72,2.189,thin,3.3012470886362113
HD199960,0.28,-0.02,-0.02,-0.01,0.09,0.02,-0.15,-0,-0.08,0.01,0.10999999999999999,-0.04,5973,4.39,1.13,2.885,thin,2.5599066250361124
HD20003,0.04,0.02,0.02,-0,0.01,0.05,-0.06,-0,0.01,-0.02,0.06,0,5494,4.41,0.83,4.663,thin,2.6599162000698504
HD200143,0.01,0.03,-0.03,-0.09,-0.04,0.12,0.06,-0.05,0.12,-0.12,0.010000000000000009,0.12000000000000001,4998,4.39,0.7,6.103,thin,2.513217600067939
HD200505,-0.46,0.12,0.09,0.09,-0.08,-0.06,0.08,0,0.21,-0.03,-0.08,-0,5035,4.45,0.8,6.755,thin,1.845098040014257
HD200538,0.1,-0.01,0.01,-0.01,-0.03,-0.01,-0.06,-0.07,-0.06,0,0,0.010000000000000009,6042,4.38,1.22,3.827,thin,2.5490032620257876
HD200633,0.05,0.01,0,-0.03,-0.04,0.07,-0.05,-0.01,-0.01,-0.04,0.08,0.04,5853,4.51,1.01,2.461,thin,1.919078092376074
HD201161,0.01,0.08,-0.04,-0.12,0.06,0.26,-0.04,-0.08,0.15,-0.2,-0.07999999999999999,-0.039999999999999994,4772,4.25,0.17,6.907,thin,1.8260748027008264
HD2014,-0.06,0.12,0.02,-0.02,0.09,0.18,-0.07,0.03,-0.08,-0.13999999999999999,-0.009999999999999995,-0.11,5001,4.3,0.4,6.607,thin,2.0170333392987803
HD201422,-0.16,0.03,0.04,-0.01,-0.16,-0.049999999999999996,0.32,-0.07,0.18,-0.04,-0.26,0.13,5841,4.63,0.98,2.109,thin,1.9084850188786497
HD201496,-0.04,0.03,0.02,-0,-0.02,0.15,-0.07,0.05,-0.05,-0.03,0,-0.12000000000000001,5974,4.44,1.12,5.327,thin,1.9777236052888478
HD202206,0.29,0.01,-0.03,-0.04,0.03,0.03,-0.12,-0.07,-0.07,-0.05,0.06999999999999999,0.020000000000000004,5757,4.47,1.01,1.606,thin,3.052693941924968
HD202209,-0.01,0.03,0.04,-0.05,-0.12,0.010000000000000002,0.17,-0.1,0.13,-0.08,-0.12000000000000001,0.15000000000000002,6009,4.68,1.19,1.080,thin,2.0569048513364727
HD202389,-0.24,0.07,-0.02,-0.09,-0.04,0.15,-0.05,-0.06,-0.01,-0.16,0.1,0.11,4565,4.26,0.05,6.040,thin,2.2576785748691846
HD2025,-0.37,0.15,0.06,0,0.01,0.08,0.05,-0.03,0.15,-0.15,-0.060000000000000005,0.019999999999999997,4851,4.49,0.51,5.805,thin,2.593286067020457
HD202605,0.18,0.03,0.03,-0.03,0,0.03,-0.03,-0.05,-0.05,-0.06,0.009999999999999998,0.030000000000000002,5658,4.49,1.02,1.740,thin,2.4638929889859074
HD202871,-0.09,0.01,0.04,0,-0.12,-0.1,0.13,-0.08,0.08,-0.01,-0.08,0.13,6055,4.54,1.04,1.794,thin,2.53655844257153
HD203335,-0.04,0.02,0.09,0.11,-0.05,-0.16,-0.01,-0.1,-0.1,0.09,-0.04,0.05,6306,4.56,1.44,2.045,thin,2.167317334748176
HD203384,0.26,0.03,-0.07,0.01,0.15,0.049999999999999996,-0.11,0.04,0,-0.019999999999999997,0.06,-0.09,5586,4.4,0.9,3.380,thin,2.5705429398818973
HD203413,0.08,-0.03,-0.1,-0.07,0.01,0.030000000000000006,-0.04,-0.05,0.28,-0.04000000000000001,0.11000000000000001,0.12000000000000001,4668,4.36,0.18,5.630,thin,2.303196057420489
HD203432,0.29,0.03,-0.03,-0,0.1,0.02,-0.16,0,-0.05,-0.03,0.1,-0.06,5645,4.39,0.98,2.589,thin,3.060697840353612
HD203771,0.11,0.07,-0.06,0.01,0.13,0.12000000000000001,-0.09,-0,0.09,-0.060000000000000005,0.06,-0.03,4882,4.35,0.46,5.835,high,1.9242792860618816
HD203850,-0.71,0.22,0.12,0.14,0.1,0.04999999999999999,-0.09,0.01,0.05,-0.07999999999999999,-0.06,-0.16,4808,4.45,0.13,5.888,thin,2.326335860928751
HD203897,-0.18,0.1,0.07,0,-0.06,0.03,0.05,-0.05,0.2,-0.1,0,0.1,5180,4.45,0.6,6.231,thin,2.255272505103306
HD20407,-0.44,0.06,0.07,0.12,0.01,-0.09,-0.05,0.02,-0.06,0.06,-0.09000000000000001,-0.16,5866,4.5,1.09,9.823,thin,2.73559889969818
HD204287,-0.04,0.03,0.04,0.08,-0.03,-0.009999999999999995,-0.03,0.01,-0.05,0.05,-0.03,-0.06999999999999999,5743,4.15,1.1,8.529,thin,2.4533183400470375
HD204313,0.18,0,-0.02,0.03,0.09,0,-0.13,0.01,-0.08,0.03,0.07,-0.06999999999999999,5776,4.38,1,3.873,thin,2.9410142437055695
HD204385,0.07,-0.01,0.02,0.01,-0,-0.02,-0.05,-0.02,-0.14,0.02,0,-0.030000000000000002,6033,4.44,1.15,2.769,thin,2.44870631990508
HD20492,0.09,0.01,-0.11,0.02,0.08,-0.09000000000000001,-0.11,-0.07,-0.06,0.01,0.05,0.010000000000000009,4628,4.26,0.09,5.089,thin,2.2833012287035497
HD204941,-0.2,0.1,0.02,0.02,0.06,0.06999999999999999,0.01,0.04,0,-0.08,-0.03,-0.06,4997,4.36,0.44,7.261,thin,2.44870631990508
HD205294,-0.25,0.07,0.13,0.02,-0.05,-0.13999999999999999,0.01,-0.1,0.05,-0.05,-0.060000000000000005,0.05,6370,4.3,1.71,3.612,thin,2.681241237375587
HD205536,-0.05,0.04,-0.02,0.01,0.07,0.03,-0.08,0.08,-0.03,-0.03,-0.020000000000000004,-0.18,5442,4.38,0.77,7.362,thin,2.4712917110589387
HD205591,-0.08,0.09,0.01,-0.06,-0.12,-0.2,-0,-0.14,0.07,-0.15,0,0.14,6575,4.75,1.85,0.941,thin,2.4927603890268375
HD206116,0.24,0.01,0.03,-0.13,0.04,-0.01999999999999999,-0.11,-0.07,0.06,-0.14,0.020000000000000004,-0.01999999999999999,6231,4.57,1.36,1.013,thin,1.8920946026904804
HD206163,0.01,0,0.05,-0.02,-0.09,-0.030000000000000002,0.09,-0.04,0.08,-0.02,-0.01999999999999999,0.11000000000000001,5519,4.43,0.94,3.308,thin,2.187520720836463
HD206172,-0.24,0.05,0.05,0.02,-0.08,0,0.12,-0.02,0.12,-0.030000000000000002,-0.06999999999999999,0.07,5608,4.49,0.77,6.321,thin,2.4471580313422194
HD20619,-0.22,0.05,0.04,0.03,-0.09,-0.009999999999999998,0.09,-0.01,0.13,-0.020000000000000004,-0.06999999999999999,0.03,5703,4.51,0.92,4.600,thin,2.8432327780980096
HD206630,-0.43,0.2,0.07,0.02,0.07,0.12000000000000001,-0,0.04,0.14,-0.18000000000000002,-0.06,-0.1,4804,4.41,0.39,5.623,thin,2.0718820073061255
HD206998,-0.69,0.25,0.27,0.31,-0.14,-0.24,-0.03,0.1,-0.12,0.06,-0.020000000000000004,-0.15000000000000002,5822,4.24,1.13,12.862,thick,2.3502480183341627
HD2071,-0.09,0.03,0.02,0.02,-0.06,-0.01,0.02,-0.03,-0.02,-0.009999999999999998,-0.02,0.03,5719,4.47,0.95,3.990,thin,2.670245853074124
HD207129,0,0.03,0.04,0.01,-0.12,-0.03,0.05,-0.06,0.04,-0.019999999999999997,-0.010000000000000002,0.1,5937,4.49,1.06,2.087,thin,3.3038437748886547
HD207190,-0.42,0.1,0.13,0.09,-0.08,-0.11,-0.07,-0.09,-0.08,-0.010000000000000009,-0.06,-0.04000000000000001,6178,4.33,1.51,6.900,thin,2.428134794028789
HD207583,0.01,0.02,0.04,-0.03,-0.1,0,0.14,-0.1,0.07,-0.05,-0.09000000000000001,0.15000000000000002,5534,4.46,0.99,2.653,thin,2.298853076409707
HD207700,0.04,0.1,0.04,0.11,0.09,0.05,-0.08,0.09,-0.01,0.009999999999999995,-0.039999999999999994,-0.21,5666,4.29,0.98,9.869,high,2.73559889969818
HD20781,-0.11,0.09,0.06,0.02,0.01,0.05,-0.12,-0.05,0.03,-0.06999999999999999,-0.03,-0.09999999999999999,5256,4.37,0.78,7.197,thin,2.6148972160331345
HD20782,-0.06,0.03,0.04,0.03,-0.07,-0.009999999999999998,-0.04,-0.01,-0.06,0,-0.07999999999999999,-0.11,5774,4.37,1,8.300,thin,2.840106094456758
HD207832,0.15,0.01,0.05,-0.01,-0.02,0,-0.01,-0.03,0.06,-0.02,0.06999999999999999,0.09,5718,4.45,0.86,1.994,thin,2.0253058652647704
HD207869,-0.45,0.11,0.08,0.12,-0.04,0,-0.07,0.01,-0.05,0.009999999999999995,-0.07,-0.15000000000000002,5527,4.5,0.73,9.926,thin,2.5877109650189114
HD20794,-0.4,0.32,0.23,0.27,0.08,0.06,-0.15,0.16,-0.05,-0.04999999999999999,0.06999999999999999,-0.24,5401,4.4,0.67,12.338,thick,3.3081373786380386
HD207970,0.07,0.1,0,0.07,0.1,0.04999999999999999,-0.05,0.06,0.05,-0.03,-0.009999999999999995,-0.12,5556,4.38,0.8,8.932,high,2.4756711883244296
HD208,-0.31,0.03,0.05,0.09,-0.05,-0.06,0,0,-0.08,0.06,-0.12,-0.12,5914,4.47,1.05,8.080,thin,2.667452952889954
HD208068,-0.38,0.08,0.08,0.06,-0.06,-0.049999999999999996,0.07,-0.07,0,-0.020000000000000004,-0.16,-0.01999999999999999,6007,4.64,1.17,3.905,thin,2.385606273598312
HD20807,-0.23,0.06,0.07,0.09,-0.04,-0.049999999999999996,-0.08,0.01,-0.06,0.03,-0.06999999999999999,-0.16,5866,4.52,1.04,4.759,thin,3.168202746842631
HD208272,-0.07,0.06,0.09,0.05,-0.02,-0.04,0.13,0.02,0.15,-0.009999999999999995,-0.04000000000000001,0.06999999999999999,5167,4.41,0.78,5.696,thin,2.9095560292411755
HD208487,0.08,0.01,0.04,-0,-0.05,-0.05,-0.02,-0.07,-0.05,-0.01,0.02,0.07,6146,4.48,1.24,1.325,thin,2.977266212427293
HD20852,-0.35,0.07,0.06,0.02,-0.16,9.97,-0.02,-0.18,0.15,-0.05,0.04,0.19999999999999998,6813,4.76,2.34,1.734,thin,2.69284691927723
HD208573,0.05,0.02,-0.12,0,0.11,0.02,0.02,0.04,-0.2,-0.02,-0.04,-0.06,4744,4.25,0.28,6.075,thin,2.167317334748176
HD208672,0.13,0.04,0.05,-0.07,-0.1,-0.009999999999999995,0.08,-0.12,0.07,-0.11000000000000001,0,0.2,5986,4.61,1.07,0.850,thin,1.8260748027008264
HD20868,0.07,0.11,-0.05,0.15,0.12,0.06,-0.12,-0.01,-0.14,0.039999999999999994,0,-0.11,4732,4.22,0.51,5.257,high,2.584331224367531
HD208704,-0.09,0.02,0.06,0.03,-0.05,0,-0.03,-0,-0.07,0.009999999999999998,-0.11000000000000001,-0.14,5826,4.38,1.04,8.163,thin,2.597695185925512
HD209100,-0.13,0.04,-0.07,0.05,0.03,-0.060000000000000005,-0.05,-0.09,0.07,0.010000000000000002,0.05,0.09,4649,4.44,0.28,5.553,thin,3.3059958827708047
HD209449,0.41,0.02,-0.05,0.05,0.18,0.020000000000000004,-0.18,0.05,-0.09,0.030000000000000002,0.10999999999999999,-0.12000000000000001,5854,4.16,1.19,3.576,thin,2.3891660843645326
HD209458,0.03,0.06,0.25,0.09,0.17,-0.08,0.03,-0.06,-0,0.03,0.11000000000000001,0.2,6118,4.5,1.21,1.884,thin,2.5403294747908736
HD209566,0.12,0.05,0.02,0.02,0.11,0.06,-0.09,0.04,-0.02,-0.030000000000000002,0.039999999999999994,-0.09,5500,4.38,0.75,6.252,thin,2.2576785748691846
HD209742,-0.17,0.08,0.06,0.01,0.04,0.03,0.05,0.06,0.1,-0.07,-0.010000000000000002,-0.019999999999999997,5054,4.37,0.47,7.129,thin,2.6324572921847245
HD21019,-0.45,0.12,0.08,0.14,0,-0.030000000000000013,0,0.06,0.04,0.020000000000000018,-0.04,-0.1,5468,3.93,1.05,6.419,thin,2.714329759745233
HD210272,-0.22,0.08,0.02,0.06,-0.02,0.020000000000000004,-0.03,0.03,0.01,-0.020000000000000004,-0.09,-0.15,5713,4.13,1.16,7.798,thin,2.164352855784437
HD210277,0.18,0.09,-0.02,0.07,0.15,0.039999999999999994,-0.07,0.07,0.11,-0.01999999999999999,0.020000000000000004,-0.12000000000000001,5505,4.3,0.86,8.929,high,3.0402066275747113
